complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C003836,Inland Revenue Department,Vavuniya,License Renewal,Missing Documents,2024-08-26,2024-09-20,25,Resolved,2,High
C003837,Provincial Council Secretariat,Vavuniya,Land Registration,Poor Facility Condition,2023-10-12,,709,Pending,2,Low
C003838,Provincial Council Secretariat,Puttalam,Visa Processing,Protocol Violation,2025-04-17,2025-09-27,163,Resolved,4,Low
C003839,Registrar General Department,Colombo,License Renewal,Overcharging,2023-12-01,2024-05-16,167,Resolved,2,Medium
C003840,Inland Revenue Department,Polonnaruwa,Land Registration,System Downtime,2023-09-25,2024-01-17,114,Resolved,3,Medium
C003841,Department of Motor Traffic,Batticaloa,Business Registration,Delayed Processing,2024-08-03,2024-09-24,52,Resolved,5,Low
C003842,Department of Health Services,Gampaha,License Renewal,Incorrect Information,2023-12-05,2024-04-30,147,Resolved,4,Medium
C003843,Registrar General Department,Mannar,Tax Filing,Poor Facility Condition,2024-03-13,2024-05-21,69,Resolved,3,Low
C003844,Provincial Council Secretariat,Jaffna,Medical Certificate,Poor Facility Condition,2024-07-03,2024-09-01,60,Resolved,4,Medium
C003845,Inland Revenue Department,Puttalam,Birth Certificate,Overcharging,2025-09-08,2025-12-13,96,Resolved,5,Medium
C003846,Department of Motor Traffic,Kegalle,License Renewal,Incorrect Information,2023-10-18,2023-12-17,60,Resolved,3,Medium
C003847,Department of Census and Statistics,Galle,Police Report,Missing Documents,2025-05-12,2025-08-19,99,Resolved,4,Medium
C003848,Department of Education,Galle,School Admission,Incorrect Information,2025-06-10,2025-10-05,117,Resolved,2,Medium
C003849,Pradeshiya Sabha,Ratnapura,Marriage Certificate,Bribery Demand,2025-09-01,2025-11-10,70,Resolved,4,Medium
C003850,Department of Census and Statistics,Badulla,Passport Application,Poor Facility Condition,2025-04-16,2025-08-29,135,Resolved,3,Low
C003851,Municipal Council,Kalutara,Visa Processing,Delayed Processing,2025-01-23,2025-05-03,100,Resolved,4,High
C003852,Department of Education,Anuradhapura,Pension Claims,Overcharging,2024-05-25,2024-07-16,52,Resolved,4,High
C003853,Municipal Council,Kandy,Land Registration,Bribery Demand,2024-12-04,,290,Pending,1,Medium
C003854,Registrar General Department,Vavuniya,Marriage Certificate,System Downtime,2025-01-06,2025-02-06,31,Resolved,5,Low
C003855,Department of Census and Statistics,Kegalle,Visa Processing,Missing Documents,2025-09-04,2026-01-25,143,Resolved,4,Low
C003856,Department of Education,Colombo,Birth Certificate,Incorrect Information,2024-04-21,2024-09-05,137,Resolved,4,Medium
C003857,Inland Revenue Department,Anuradhapura,Police Report,Bribery Demand,2025-06-25,2025-09-26,93,Resolved,3,Low
C003858,Department of Health Services,Vavuniya,Police Report,Poor Facility Condition,2024-02-03,2024-02-29,26,Resolved,4,High
C003859,Municipal Council,Gampaha,Tax Filing,Long Queue,2024-09-25,2025-02-27,155,Resolved,5,Medium
C003860,Municipal Council,Kalutara,Birth Certificate,Long Queue,2024-03-16,2024-03-30,14,Resolved,1,Low
C003861,Divisional Secretariat,Batticaloa,Passport Application,Protocol Violation,2024-08-20,2024-12-05,107,Resolved,1,Low
C003862,Registrar General Department,Matale,Birth Certificate,Bribery Demand,2024-06-05,2024-11-12,160,Resolved,4,Low
C003863,Inland Revenue Department,Trincomalee,Visa Processing,Missing Documents,2025-08-09,2025-12-19,132,Resolved,2,Medium
C003864,Pradeshiya Sabha,Kurunegala,Pension Claims,Overcharging,2025-06-21,,91,Pending,2,Low
C003865,Municipal Council,Hambantota,Business Registration,Delayed Processing,2025-08-11,2025-08-30,19,Resolved,1,Low
C003866,Department of Health Services,Mannar,Tax Filing,Missing Documents,2025-01-10,2025-03-14,63,Resolved,4,Low
C003867,Provincial Council Secretariat,Kurunegala,Marriage Certificate,Rude Staff Behavior,2024-02-09,,589,Pending,1,Low
C003868,Department of Health Services,Jaffna,Birth Certificate,Overcharging,2024-04-26,2024-09-08,135,Resolved,4,Low
C003869,Department of Immigration,Galle,Pension Claims,Incorrect Information,2025-07-05,2025-09-01,58,Resolved,5,Medium
C003870,Provincial Council Secretariat,Galle,Tax Filing,Poor Facility Condition,2025-08-27,2026-01-30,156,Resolved,2,Medium
C003871,Inland Revenue Department,Matale,Passport Application,Poor Facility Condition,2024-11-17,2025-03-09,112,Resolved,3,Medium
C003872,Department of Census and Statistics,Matale,Business Registration,Rude Staff Behavior,2025-09-20,2025-11-18,59,Resolved,4,High
C003873,Department of Immigration,Vavuniya,School Admission,Bribery Demand,2025-07-02,2025-10-27,117,Resolved,5,Low
C003874,Department of Immigration,Nuwara Eliya,Tax Filing,Rude Staff Behavior,2024-06-13,2024-11-20,160,Resolved,4,High
C003875,Provincial Council Secretariat,Hambantota,Passport Application,Missing Documents,2024-11-18,2025-01-24,67,Resolved,3,Medium
C003876,Registrar General Department,Kalutara,Visa Processing,Bribery Demand,2025-03-29,2025-04-27,29,Resolved,5,Low
C003877,Department of Motor Traffic,Kilinochhi,Business Registration,Overcharging,2024-11-30,2025-05-04,155,Resolved,4,Low
C003878,Municipal Council,Monaragala,License Renewal,Missing Documents,2024-08-27,2024-11-25,90,Resolved,4,Medium
C003879,Divisional Secretariat,Gampaha,Marriage Certificate,System Downtime,2024-03-09,2024-07-23,136,Resolved,3,Medium
C003880,Inland Revenue Department,Batticaloa,Marriage Certificate,Delayed Processing,2025-08-25,2025-11-02,69,Resolved,5,Low
C003881,Inland Revenue Department,Kilinochhi,Business Registration,Incorrect Information,2024-10-31,2024-11-06,6,Resolved,2,Low
C003882,Divisional Secretariat,Puttalam,School Admission,Overcharging,2023-09-27,2023-12-18,82,Resolved,3,Low
C003883,Department of Census and Statistics,Ampara,School Admission,System Downtime,2024-05-10,2024-10-04,147,Resolved,2,Medium
C003884,Department of Pensions,Ratnapura,Land Registration,Incorrect Information,2023-11-29,2024-05-12,165,Resolved,5,Medium
C003885,Department of Health Services,Batticaloa,License Renewal,Bribery Demand,2023-12-05,,655,Pending,2,Medium
C003886,Municipal Council,Batticaloa,Pension Claims,Delayed Processing,2024-11-29,,295,Pending,1,Low
C003887,Department of Immigration,Galle,Passport Application,Long Queue,2024-09-28,2024-12-12,75,Resolved,4,Medium
C003888,Inland Revenue Department,Gampaha,Police Report,Protocol Violation,2025-03-30,,174,Pending,1,Medium
C003889,Municipal Council,Kurunegala,Marriage Certificate,Protocol Violation,2025-05-04,2025-10-12,161,Resolved,3,Low
C003890,Municipal Council,Monaragala,Business Registration,Protocol Violation,2024-03-14,2024-03-25,11,Resolved,5,Low
C003891,Department of Census and Statistics,Kegalle,Visa Processing,Protocol Violation,2024-03-14,2024-05-12,59,Resolved,4,Low
C003892,Registrar General Department,Anuradhapura,Land Registration,Long Queue,2024-03-27,,542,Pending,1,Medium
C003893,Registrar General Department,Mullaitivu,Medical Certificate,Rude Staff Behavior,2024-02-09,2024-04-14,65,Resolved,5,Low
C003894,Department of Census and Statistics,Kalutara,Marriage Certificate,Poor Facility Condition,2025-09-04,2025-10-28,54,Resolved,4,Medium
C003895,Department of Motor Traffic,Colombo,Tax Filing,Delayed Processing,2024-08-21,2024-09-14,24,Resolved,4,Low
C003896,Department of Pensions,Monaragala,Marriage Certificate,Rude Staff Behavior,2024-01-16,2024-07-11,177,Resolved,4,Low
C003897,Department of Health Services,Colombo,Land Registration,Rude Staff Behavior,2024-03-16,2024-03-29,13,Resolved,1,Low
C003898,Provincial Council Secretariat,Matara,License Renewal,Bribery Demand,2024-08-15,,401,Pending,3,Medium
C003899,Department of Pensions,Galle,Land Registration,System Downtime,2025-08-20,,31,Pending,3,Medium
C003900,Divisional Secretariat,Matale,Business Registration,Long Queue,2025-05-01,,142,Pending,2,High
C003901,Department of Health Services,Mullaitivu,School Admission,Missing Documents,2024-01-13,2024-04-24,102,Resolved,2,Medium
C003902,Inland Revenue Department,Colombo,Visa Processing,System Downtime,2025-01-15,2025-04-04,79,Resolved,1,Low
C003903,Registrar General Department,Mullaitivu,Pension Claims,Incorrect Information,2024-06-05,,472,Pending,1,Medium
C003904,Department of Pensions,Ratnapura,Tax Filing,Protocol Violation,2023-09-25,,726,Pending,2,Low
C003905,Department of Pensions,Matale,School Admission,Missing Documents,2024-08-23,2024-09-17,25,Resolved,3,Medium
C003906,Registrar General Department,Kandy,Tax Filing,Long Queue,2024-03-13,2024-08-11,151,Resolved,2,Low
C003907,Pradeshiya Sabha,Mullaitivu,Birth Certificate,Bribery Demand,2023-10-09,2024-01-22,105,Resolved,4,Low
C003908,Inland Revenue Department,Monaragala,Marriage Certificate,Rude Staff Behavior,2024-03-05,2024-06-09,96,Resolved,2,Medium
C003909,Provincial Council Secretariat,Galle,Land Registration,Overcharging,2025-04-08,2025-07-01,84,Resolved,4,Medium
C003910,Pradeshiya Sabha,Monaragala,Visa Processing,Overcharging,2024-05-18,2024-07-27,70,Resolved,4,High
C003911,Department of Census and Statistics,Gampaha,Birth Certificate,Delayed Processing,2024-03-17,2024-09-07,174,Resolved,2,Low
C003912,Municipal Council,Mullaitivu,Marriage Certificate,Overcharging,2024-08-23,2024-11-15,84,Resolved,3,Low
C003913,Inland Revenue Department,Kalutara,Land Registration,Incorrect Information,2025-03-30,2025-05-15,46,Resolved,3,Medium
C003914,Department of Census and Statistics,Kurunegala,Business Registration,Long Queue,2023-10-10,2023-10-16,6,Resolved,3,Medium
C003915,Department of Pensions,Matale,Marriage Certificate,Poor Facility Condition,2025-05-20,2025-10-07,140,Resolved,3,High
C003916,Pradeshiya Sabha,Kegalle,Visa Processing,System Downtime,2024-05-03,2024-10-30,180,Resolved,3,Medium
C003917,Department of Census and Statistics,Puttalam,Pension Claims,Overcharging,2024-03-24,,545,Pending,3,Low
C003918,Inland Revenue Department,Batticaloa,School Admission,Protocol Violation,2025-02-09,2025-03-04,23,Resolved,2,Low
C003919,Department of Immigration,Batticaloa,Visa Processing,System Downtime,2025-09-15,2025-12-09,85,Resolved,3,Medium
C003920,Department of Motor Traffic,Kurunegala,School Admission,System Downtime,2025-08-20,,31,Pending,5,High
C003921,Registrar General Department,Mannar,Medical Certificate,Rude Staff Behavior,2025-04-27,2025-05-07,10,Resolved,4,Low
C003922,Department of Health Services,Gampaha,License Renewal,Protocol Violation,2024-04-18,2024-08-30,134,Resolved,4,Low
C003923,Provincial Council Secretariat,Polonnaruwa,School Admission,Protocol Violation,2025-01-02,2025-01-21,19,Resolved,2,Medium
C003924,Department of Education,Hambantota,Pension Claims,Delayed Processing,2024-05-10,,498,Pending,5,Medium
C003925,Municipal Council,Ampara,School Admission,Poor Facility Condition,2024-05-30,2024-10-24,147,Resolved,4,Low
C003926,Department of Motor Traffic,Matara,Passport Application,Protocol Violation,2024-01-06,2024-03-31,85,Resolved,4,Medium
C003927,Department of Immigration,Trincomalee,Tax Filing,Protocol Violation,2025-03-27,2025-09-17,174,Resolved,3,High
C003928,Department of Pensions,Kegalle,Passport Application,Poor Facility Condition,2025-02-26,2025-08-12,167,Resolved,2,Low
C003929,Department of Motor Traffic,Ampara,Passport Application,Overcharging,2025-09-03,2026-01-27,146,Resolved,1,Medium
C003930,Pradeshiya Sabha,Polonnaruwa,Visa Processing,Incorrect Information,2025-06-12,2025-11-16,157,Resolved,5,Low
C003931,Department of Pensions,Hambantota,Birth Certificate,Long Queue,2025-08-21,2026-02-06,169,Resolved,3,Low
C003932,Department of Immigration,Vavuniya,Medical Certificate,System Downtime,2025-05-08,2025-06-21,44,Resolved,4,Low
C003933,Divisional Secretariat,Kandy,Police Report,Missing Documents,2024-05-15,2024-09-08,116,Resolved,5,Low
C003934,Provincial Council Secretariat,Galle,School Admission,Protocol Violation,2024-06-12,2024-11-08,149,Resolved,4,Low
C003935,Department of Education,Anuradhapura,Police Report,Poor Facility Condition,2025-06-23,2025-11-16,146,Resolved,4,High
C003936,Inland Revenue Department,Badulla,Land Registration,System Downtime,2024-09-27,2024-12-17,81,Resolved,3,Low
C003937,Department of Pensions,Galle,Visa Processing,Long Queue,2025-04-08,,165,Pending,2,Low
C003938,Registrar General Department,Badulla,Land Registration,Overcharging,2025-08-31,2025-12-23,114,Resolved,4,High
C003939,Inland Revenue Department,Kilinochhi,Medical Certificate,Long Queue,2023-12-26,2024-06-19,176,Resolved,4,Medium
C003940,Divisional Secretariat,Nuwara Eliya,Marriage Certificate,Bribery Demand,2023-09-23,2024-02-07,137,Resolved,2,Low
C003941,Inland Revenue Department,Mullaitivu,School Admission,Poor Facility Condition,2025-09-18,2025-11-30,73,Resolved,1,Medium
C003942,Department of Motor Traffic,Ratnapura,Marriage Certificate,Bribery Demand,2024-02-01,2024-04-27,86,Resolved,4,Low
C003943,Department of Census and Statistics,Galle,Marriage Certificate,Overcharging,2024-02-09,2024-08-02,175,Resolved,5,Low
C003944,Department of Pensions,Anuradhapura,Land Registration,Rude Staff Behavior,2025-09-01,2025-11-25,85,Resolved,5,Low
C003945,Department of Immigration,Matara,Visa Processing,Overcharging,2025-08-27,,24,Pending,1,Low
C003946,Department of Motor Traffic,Puttalam,Passport Application,System Downtime,2024-07-16,2024-12-20,157,Resolved,3,Low
C003947,Department of Immigration,Gampaha,License Renewal,Missing Documents,2024-09-07,2024-09-18,11,Resolved,5,Low
C003948,Department of Pensions,Hambantota,Tax Filing,Poor Facility Condition,2024-06-04,,473,Pending,2,Low
C003949,Registrar General Department,Kurunegala,School Admission,Bribery Demand,2025-01-14,2025-02-12,29,Resolved,4,High
C003950,Department of Education,Badulla,Police Report,Long Queue,2025-05-24,,119,Pending,2,Medium
C003951,Registrar General Department,Matale,Marriage Certificate,Rude Staff Behavior,2024-08-18,,398,Pending,3,High
C003952,Department of Motor Traffic,Mannar,Pension Claims,Incorrect Information,2025-03-28,2025-09-12,168,Resolved,4,Low
C003953,Department of Pensions,Mannar,Tax Filing,System Downtime,2025-04-13,2025-06-16,64,Resolved,4,Medium
C003954,Department of Health Services,Galle,Police Report,System Downtime,2024-09-03,2024-09-17,14,Resolved,2,Low
C003955,Municipal Council,Jaffna,Passport Application,Bribery Demand,2025-02-13,2025-07-01,138,Resolved,4,Medium
C003956,Divisional Secretariat,Gampaha,Visa Processing,Missing Documents,2025-02-01,2025-03-23,50,Resolved,4,Low
C003957,Department of Health Services,Ratnapura,Medical Certificate,Rude Staff Behavior,2025-03-06,2025-05-08,63,Resolved,3,High
C003958,Municipal Council,Nuwara Eliya,Marriage Certificate,Long Queue,2024-11-28,2025-04-22,145,Resolved,1,Medium
C003959,Registrar General Department,Batticaloa,School Admission,Long Queue,2024-10-08,2025-03-31,174,Resolved,1,Low
C003960,Department of Census and Statistics,Badulla,Birth Certificate,Rude Staff Behavior,2025-01-06,,257,Pending,3,Low
C003961,Divisional Secretariat,Gampaha,Land Registration,Missing Documents,2024-04-20,2024-06-13,54,Resolved,3,Medium
C003962,Registrar General Department,Kurunegala,Medical Certificate,Bribery Demand,2024-03-06,2024-06-12,98,Resolved,2,Medium
C003963,Registrar General Department,Ratnapura,School Admission,Rude Staff Behavior,2025-08-23,2026-01-21,151,Resolved,4,Medium
C003964,Department of Motor Traffic,Kilinochhi,Passport Application,Long Queue,2024-10-11,2025-03-17,157,Resolved,2,Low
C003965,Department of Motor Traffic,Kurunegala,Marriage Certificate,Rude Staff Behavior,2024-03-02,2024-06-17,107,Resolved,1,Medium
C003966,Department of Motor Traffic,Kilinochhi,Visa Processing,Poor Facility Condition,2025-07-20,2025-09-30,72,Resolved,2,Medium
C003967,Department of Immigration,Kurunegala,Marriage Certificate,Long Queue,2025-02-04,2025-06-22,138,Resolved,5,Low
C003968,Pradeshiya Sabha,Ratnapura,Police Report,Long Queue,2024-02-22,2024-08-10,170,Resolved,4,High
C003969,Department of Pensions,Hambantota,Pension Claims,Missing Documents,2024-03-10,2024-08-05,148,Resolved,4,Low
C003970,Department of Motor Traffic,Puttalam,Pension Claims,Long Queue,2025-05-06,2025-07-15,70,Resolved,3,Medium
C003971,Department of Census and Statistics,Nuwara Eliya,Tax Filing,Overcharging,2024-06-18,2024-12-13,178,Resolved,4,Low
C003972,Provincial Council Secretariat,Kurunegala,Visa Processing,Long Queue,2025-04-06,2025-06-10,65,Resolved,3,Low
C003973,Department of Education,Batticaloa,Land Registration,Long Queue,2025-09-03,2025-11-12,70,Resolved,3,High
C003974,Provincial Council Secretariat,Anuradhapura,Land Registration,Rude Staff Behavior,2023-12-18,,642,Pending,2,Medium
C003975,Department of Immigration,Trincomalee,Marriage Certificate,Missing Documents,2024-02-26,2024-03-13,16,Resolved,4,Medium
C003976,Department of Education,Colombo,License Renewal,System Downtime,2023-12-02,2024-03-08,97,Resolved,3,Low
C003977,Department of Health Services,Gampaha,Tax Filing,Missing Documents,2025-02-06,,226,Pending,2,Medium
C003978,Registrar General Department,Monaragala,Medical Certificate,Missing Documents,2024-11-01,2024-11-04,3,Resolved,4,Low
C003979,Municipal Council,Kalutara,Marriage Certificate,Overcharging,2025-01-16,2025-06-13,148,Resolved,5,Medium
C003980,Department of Pensions,Matale,Business Registration,System Downtime,2024-04-03,2024-05-18,45,Resolved,4,Low
