post_id,department,district,post_date,sentiment_label,sentiment_score,sample_text,platform
P001858,Provincial Council Secretariat,Monaragala,2024-10-26,Positive,0.844,Service at Pradeshiya Sabha was fast,Instagram
P001859,Department of Census and Statistics,Kegalle,2025-02-14,Negative,-0.083,Registrar General Department service is terrible,Twitter
P001860,Department of Health Services,Vavuniya,2025-02-03,Negative,-0.267,Pradeshiya Sabha service is frustrated,Twitter
P001861,Municipal Council,Gampaha,2025-01-07,Neutral,0.734,Experience with Department of Motor Traffic was standard,Instagram
P001862,Department of Education,Batticaloa,2024-10-06,Negative,-0.488,Department of Health Services service is waste of time,Twitter
P001863,Department of Pensions,Galle,2024-12-07,Positive,0.171,Service at Pradeshiya Sabha was good service,Twitter
P001864,Pradeshiya Sabha,Gampaha,2025-06-16,Neutral,0.804,Experience with Registrar General Department was typical,Twitter
P001865,Pradeshiya Sabha,Matara,2024-11-05,Negative,-0.329,Department of Pensions service is terrible,Instagram
P001866,Department of Education,Galle,2025-07-23,Positive,0.375,Service at Pradeshiya Sabha was good service,Twitter
P001867,Municipal Council,Colombo,2025-08-10,Neutral,-0.126,Experience with Department of Motor Traffic was average,Facebook
P001868,Registrar General Department,Trincomalee,2025-03-19,Negative,0.864,Department of Health Services service is unprofessional,Facebook
P001869,Divisional Secretariat,Batticaloa,2024-10-26,Negative,0.052,Provincial Council Secretariat service is waste of time,Instagram
P001870,Pradeshiya Sabha,Ratnapura,2024-11-03,Neutral,-0.017,Experience with Department of Census and Statistics was typical,Instagram
P001871,Registrar General Department,Kandy,2025-01-18,Neutral,-0.415,Experience with Department of Education was typical,Instagram
P001872,Registrar General Department,Polonnaruwa,2025-02-18,Positive,0.735,Service at Divisional Secretariat was helpful,Twitter
P001873,Municipal Council,Monaragala,2025-05-27,Neutral,0.142,Experience with Divisional Secretariat was average,Facebook
P001874,Department of Immigration,Kegalle,2025-06-07,Positive,-0.014,Service at Provincial Council Secretariat was good service,Instagram
P001875,Provincial Council Secretariat,Badulla,2025-02-14,Neutral,0.965,Experience with Department of Health Services was typical,Instagram
P001876,Inland Revenue Department,Nuwara Eliya,2025-09-09,Negative,0.884,Department of Immigration service is terrible,Facebook
P001877,Department of Immigration,Hambantota,2025-04-10,Positive,-0.812,Service at Inland Revenue Department was excellent,Facebook
P001878,Department of Census and Statistics,Kandy,2025-02-23,Neutral,0.997,Experience with Department of Motor Traffic was standard,Twitter
P001879,Divisional Secretariat,Mannar,2025-04-28,Negative,-0.047,Department of Immigration service is frustrated,Twitter
P001880,Pradeshiya Sabha,Kalutara,2025-02-18,Negative,0.988,Municipal Council service is frustrated,Instagram
P001881,Department of Immigration,Kegalle,2024-12-03,Negative,0.437,Municipal Council service is unprofessional,Facebook
P001882,Department of Health Services,Kurunegala,2024-12-26,Positive,-0.112,Service at Department of Census and Statistics was fast,Twitter
P001883,Department of Education,Vavuniya,2025-02-21,Positive,-0.695,Service at Divisional Secretariat was efficient,Instagram
P001884,Municipal Council,Kilinochhi,2025-04-19,Neutral,-0.192,Experience with Inland Revenue Department was normal,Twitter
P001885,Department of Census and Statistics,Ratnapura,2025-07-20,Neutral,-0.605,Experience with Pradeshiya Sabha was average,Instagram
P001886,Department of Pensions,Kurunegala,2024-10-04,Neutral,0.646,Experience with Municipal Council was average,Instagram
P001887,Inland Revenue Department,Kalutara,2025-03-18,Negative,-0.643,Divisional Secretariat service is unprofessional,Twitter
P001888,Department of Pensions,Gampaha,2025-08-29,Positive,0.945,Service at Department of Census and Statistics was satisfied,Twitter
P001889,Department of Education,Gampaha,2024-10-08,Neutral,-0.57,Experience with Department of Pensions was okay,Instagram
P001890,Inland Revenue Department,Kalutara,2025-05-15,Negative,-0.591,Inland Revenue Department service is waste of time,Instagram
P001891,Department of Education,Kandy,2024-11-03,Positive,0.604,Service at Registrar General Department was helpful,Instagram
P001892,Department of Education,Ampara,2025-08-12,Neutral,0.211,Experience with Department of Health Services was average,Instagram
P001893,Municipal Council,Anuradhapura,2025-07-09,Neutral,-0.645,Experience with Pradeshiya Sabha was normal,Twitter
P001894,Department of Pensions,Kurunegala,2025-01-09,Neutral,0.534,Experience with Department of Education was average,Twitter
P001895,Department of Motor Traffic,Ratnapura,2025-03-31,Neutral,0.866,Experience with Registrar General Department was standard,Instagram
P001896,Department of Immigration,Hambantota,2025-05-27,Negative,0.375,Inland Revenue Department service is terrible,Instagram
P001897,Registrar General Department,Anuradhapura,2025-03-04,Neutral,0.801,Experience with Department of Pensions was typical,Instagram
P001898,Divisional Secretariat,Vavuniya,2025-08-03,Negative,-0.216,Municipal Council service is corrupt,Facebook
P001899,Department of Health Services,Kilinochhi,2025-08-24,Positive,0.852,Service at Department of Census and Statistics was efficient,Instagram
P001900,Department of Immigration,Kegalle,2025-02-08,Neutral,0.846,Experience with Department of Health Services was typical,Twitter
P001901,Department of Education,Kandy,2025-02-02,Negative,0.352,Department of Census and Statistics service is unprofessional,Facebook
P001902,Divisional Secretariat,Galle,2024-11-21,Positive,0.709,Service at Registrar General Department was satisfied,Instagram
P001903,Pradeshiya Sabha,Ratnapura,2025-03-09,Neutral,-0.043,Experience with Registrar General Department was standard,Instagram
P001904,Department of Immigration,Nuwara Eliya,2025-09-19,Neutral,0.293,Experience with Department of Education was okay,Instagram
P001905,Department of Census and Statistics,Nuwara Eliya,2025-04-16,Neutral,-0.115,Experience with Department of Immigration was normal,Facebook
P001906,Divisional Secretariat,Kurunegala,2025-05-30,Neutral,-0.006,Experience with Department of Motor Traffic was okay,Instagram
P001907,Department of Census and Statistics,Puttalam,2025-02-15,Neutral,-0.385,Experience with Department of Health Services was normal,Instagram
P001908,Municipal Council,Ratnapura,2024-12-16,Positive,0.647,Service at Provincial Council Secretariat was efficient,Facebook
P001909,Department of Pensions,Anuradhapura,2024-09-28,Negative,0.421,Provincial Council Secretariat service is waste of time,Instagram
P001910,Department of Immigration,Nuwara Eliya,2024-11-26,Positive,-0.244,Service at Inland Revenue Department was good service,Facebook
P001911,Inland Revenue Department,Ampara,2024-10-04,Negative,-0.266,Department of Motor Traffic service is unprofessional,Instagram
P001912,Department of Census and Statistics,Ampara,2025-04-26,Neutral,0.41,Experience with Provincial Council Secretariat was normal,Facebook
P001913,Department of Immigration,Hambantota,2024-11-27,Neutral,0.494,Experience with Inland Revenue Department was okay,Facebook
P001914,Inland Revenue Department,Matale,2025-07-24,Negative,-0.7,Department of Motor Traffic service is frustrated,Facebook
P001915,Registrar General Department,Matale,2025-05-10,Neutral,-0.673,Experience with Department of Census and Statistics was okay,Facebook
P001916,Pradeshiya Sabha,Kegalle,2025-03-12,Negative,-0.994,Inland Revenue Department service is unprofessional,Facebook
P001917,Municipal Council,Batticaloa,2024-10-23,Neutral,-0.535,Experience with Department of Census and Statistics was normal,Facebook
P001918,Department of Immigration,Matale,2025-02-15,Neutral,0.616,Experience with Department of Immigration was standard,Facebook
P001919,Provincial Council Secretariat,Matale,2025-06-08,Negative,0.611,Department of Health Services service is terrible,Instagram
P001920,Department of Immigration,Hambantota,2025-08-25,Positive,-0.368,Service at Registrar General Department was excellent,Instagram
P001921,Municipal Council,Batticaloa,2025-07-24,Negative,0.31,Department of Health Services service is corrupt,Twitter
P001922,Divisional Secretariat,Matara,2025-01-18,Negative,0.316,Department of Health Services service is frustrated,Instagram
P001923,Provincial Council Secretariat,Galle,2025-05-17,Negative,0.449,Divisional Secretariat service is slow,Instagram
P001924,Inland Revenue Department,Kurunegala,2024-12-31,Negative,0.439,Department of Health Services service is frustrated,Facebook
P001925,Provincial Council Secretariat,Kandy,2025-03-27,Negative,0.919,Provincial Council Secretariat service is slow,Twitter
P001926,Registrar General Department,Vavuniya,2024-12-18,Negative,-0.303,Pradeshiya Sabha service is waste of time,Instagram
P001927,Municipal Council,Anuradhapura,2025-01-11,Positive,0.668,Service at Department of Census and Statistics was excellent,Instagram
P001928,Inland Revenue Department,Ratnapura,2025-01-11,Negative,0.264,Department of Education service is frustrated,Twitter
P001929,Department of Health Services,Trincomalee,2025-09-07,Positive,-0.489,Service at Divisional Secretariat was satisfied,Instagram
P001930,Department of Pensions,Nuwara Eliya,2025-06-05,Negative,0.189,Municipal Council service is slow,Instagram
P001931,Department of Education,Matale,2025-03-01,Neutral,0.995,Experience with Department of Motor Traffic was typical,Twitter
P001932,Provincial Council Secretariat,Kalutara,2025-06-17,Negative,0.797,Municipal Council service is waste of time,Facebook
P001933,Provincial Council Secretariat,Mullaitivu,2025-02-04,Negative,0.924,Department of Education service is unprofessional,Instagram
P001934,Registrar General Department,Kurunegala,2025-01-16,Neutral,0.992,Experience with Pradeshiya Sabha was typical,Instagram
P001935,Department of Pensions,Mullaitivu,2025-02-07,Positive,0.003,Service at Municipal Council was satisfied,Instagram
P001936,Department of Census and Statistics,Galle,2025-09-03,Neutral,0.384,Experience with Inland Revenue Department was average,Facebook
P001937,Department of Immigration,Vavuniya,2025-05-11,Positive,-0.765,Service at Department of Health Services was fast,Instagram
P001938,Pradeshiya Sabha,Ampara,2024-12-09,Negative,-0.004,Department of Immigration service is corrupt,Facebook
P001939,Divisional Secretariat,Kandy,2025-05-02,Negative,0.228,Provincial Council Secretariat service is frustrated,Facebook
P001940,Divisional Secretariat,Jaffna,2025-07-09,Neutral,-0.957,Experience with Registrar General Department was average,Twitter
P001941,Department of Education,Vavuniya,2025-05-07,Neutral,0.697,Experience with Department of Education was average,Instagram
P001942,Municipal Council,Monaragala,2025-02-28,Negative,0.047,Department of Education service is slow,Twitter
P001943,Pradeshiya Sabha,Jaffna,2024-10-08,Positive,0.687,Service at Department of Immigration was satisfied,Instagram
P001944,Department of Motor Traffic,Colombo,2024-12-25,Negative,0.158,Pradeshiya Sabha service is corrupt,Instagram
P001945,Pradeshiya Sabha,Puttalam,2024-10-03,Neutral,-0.678,Experience with Department of Health Services was standard,Instagram
P001946,Department of Motor Traffic,Kilinochhi,2024-10-01,Neutral,-0.87,Experience with Municipal Council was normal,Facebook
P001947,Pradeshiya Sabha,Matara,2025-01-23,Negative,-0.311,Department of Pensions service is frustrated,Instagram
P001948,Department of Census and Statistics,Matara,2025-04-26,Negative,0.983,Department of Pensions service is slow,Facebook
P001949,Department of Education,Ampara,2025-08-19,Negative,0.443,Department of Health Services service is terrible,Instagram
P001950,Department of Immigration,Nuwara Eliya,2025-07-09,Negative,-0.717,Department of Education service is waste of time,Facebook
P001951,Registrar General Department,Kegalle,2024-10-09,Negative,0.98,Department of Health Services service is unprofessional,Twitter
P001952,Department of Education,Colombo,2025-07-06,Negative,-0.728,Department of Motor Traffic service is terrible,Facebook
P001953,Department of Education,Kegalle,2024-11-10,Neutral,0.786,Experience with Department of Education was standard,Facebook
P001954,Department of Motor Traffic,Kilinochhi,2024-09-30,Negative,-0.783,Inland Revenue Department service is frustrated,Facebook
P001955,Divisional Secretariat,Badulla,2024-10-22,Negative,-0.98,Provincial Council Secretariat service is waste of time,Facebook
P001956,Department of Education,Kilinochhi,2025-08-31,Negative,0.745,Registrar General Department service is slow,Twitter
P001957,Registrar General Department,Mannar,2024-10-04,Positive,-0.268,Service at Divisional Secretariat was satisfied,Facebook
P001958,Department of Immigration,Matale,2024-10-16,Neutral,0.733,Experience with Inland Revenue Department was typical,Facebook
P001959,Inland Revenue Department,Nuwara Eliya,2025-06-18,Negative,-0.746,Department of Health Services service is corrupt,Facebook
P001960,Department of Pensions,Kegalle,2025-04-14,Neutral,-0.832,Experience with Provincial Council Secretariat was typical,Instagram
